PROVINCE,urban,age,gender,I1_3_1,party,army,sec_lan,f_b_hukou,f_n_hukou,m_b_hukou,m_n_hukou,b_hukou,n_hukou,local_hukou,migrant_hukou,cungaiju,u_w_m,u_c_m,r_m,p_m,uint_add_m,br_m,bus_m,I1_20_1,I1_20_2,n_r_o_i,I1_20_4,I1_20_5,I1_21,I1_22_1,I1_22_2,I1_22_3,tech_edu,I2_10,work_exp,I3a1_1,I3a1_2,I3a1_5,I3a1_9,I3a1_14,I3a1_16_1,I3a1_16_2,I3a1_16_3,I3a1_19_1,I3a1_19_2,I3a1_19_3,I3a1_20_1,I3a1_20_2,I3a1_20_3,I3a1_20_4,I3a1_20_5,I3a1_20_7,I3a1_20_8,I3a1_20_9,I3a1_21,I3a2_1,friend,psychofriend,discussfriend,moneyfriend,memberelect,happy,happycp,I7_7_1,I7_7_2,I7_9,soccls,b_soccls,I7_10_3_1,t_soccls,soctrs,I9_1,I9_2,arm,health,I9_5,I9_6,ill,I9_8,I9_9,I9_10,I9_11,I9_12,I9_14,interviewway,reject,impat,itviewer_trust,fudge,colla,rely,lang,sinitviewer,look,sinitviewee,y,belief,edu,fedu,medu,jobmean,dinner,socresp,localsc,comlk,plan
陕西,0,47,0,陕西,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,家人代投票,2,2,有时,有时,比较不公平,1,1,2,1,同意,154,104,143,健康,很少,有时,0,0,0,比较信任,比较信任,0,0,访问员访填,从未,从未,很高,不像是,合作,可靠,当地方言,0,4,0,0,0,1,-999,-999,-999,-999,0,1,1,1
湖南,农村,63,男,湖南,中共党员,0,0,农业户口,不适用,农业户口,不适用,农业户口,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,没去投票,5,4,很少,经常,比较公平,5,5,6,3,同意,171,110,171,非常健康,从来没有,从来没有,0,0,0,一般,一般,0,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,0,6,1,0,0,3,1,1,1,0,0,1,-2,8
湖南,农村,40,男,湖南,中共党员,是,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,是,0,是,0,是,0,0,0,0,是,是,0,0,0,0,是,0,0,有,有,是,是,0,是,需要,是,完全由自己决定,完全由自己决定,完全由自己决定,有时,有时,有时,从不,从不,从不,有时,有时,从不,很少,很少,有,-999,一个也没有,0,0,0,自己主动投票,5,5,没有,有时,比较公平,6,3,8,3,同意,167,148,165,一般,从来没有,从来没有,0,0,0,一般,一般,0,是,访问员访填,从未,有时,高,不像是,合作,可靠,当地方言,是,8,0,1,0,2,2,1,-1,1,0,1,-1,2
湖南,0,45,男,湖南,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,是,0,0,0,0,是,0,0,0,需要,0,部分由自己决定,部分由自己决定,部分由自己决定,经常,经常,有时,经常,很少,很少,很少,很少,很少,很少,很少,有,-999,6-10个,4-6个,4-6个,1-3个,自己主动投票,4,4,有时,有时,比较公平,5,4,6,3,同意,162,120,158,一般,有时,很少,0,0,16,比较信任,比较信任,是,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,7,1,1,0,1,1,1,0,1,0,1,1,2
广东,0,35,0,广东,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,是,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,是,0,0,0,是,完全由他人决定,完全由自己决定,完全由自己决定,经常,经常,很少,从不,从不,从不,经常,-999,从不,从不,从不,有,-999,1-5个,1-3个,1-3个,1-3个,家人代投票,2,2,没有,总是,比较公平,2,1,4,5,不同意,153,94,142,非常健康,从来没有,从来没有,0,0,0,一般,比较信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,当地方言,是,7,0,1,0,-999,1,1,1,-1,0,1,-1,2
福建,0,43,0,福建,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,居/村委要求去投票,5,5,没有,经常,说不上公平但也不能说不公平,5,5,6,5,同意,159,95,155,一般,很少,很少,0,0,0,比较信任,比较信任,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,使用当地方言和普通话,是,7,0,0,0,2,1,1,-999,-1,0,1,-1,8
贵州,0,15,男,贵州,0,0,是,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,一个也没有,不适用,5,5,很少,经常,比较公平,6,4,6,5,不同意,158,不清楚,134,非常健康,从来没有,从来没有,0,0,0,一般,非常信任,0,0,访问员访填,从未,偶尔,高,不像是,合作,可靠,当地方言,是,7,1,0,0,1,2,1,-999,-1,0,1,1,1
甘肃,农村,59,0,甘肃,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,没去投票,1很不幸福,1没那么幸福,有时,有时,说不上公平但也不能说不公平,4,3,2,2,非常同意,158,100,158,一般,经常,很少,是,0,0,非常信任,一般,0,0,访问员访填,中间,有时,高,有些时候,合作,可靠,当地方言,0,4,0,0,0,1,1,1,-999,-1,2,1,-1,8
甘肃,0,45,男,甘肃,0,0,0,农业户口,不适用,农业户口,非农户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,自己主动投票,5,4,有时,经常,比较公平,5,1,5,1,同意,160,115,150,非常健康,很少,很少,是,0,7,比较不信任,比较信任,是,0,部分通过第三者翻译由访问员访填,从未,从未,很高,不像是,很合作,很可靠,普通话,是,6,0,1,0,-999,1,1,0,0,-2,1,0,8
辽宁,农村,59,0,辽宁,0,0,0,不清楚,非农户口,不清楚,非农户口,非农户口,0,是,是,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,没去投票,4,3,没有,总是,说不上公平但也不能说不公平,3,2,5,5,非常不同意,158,130,155,比较不健康,经常,很少,0,是,0,一般,比较信任,0,0,访问员访填,中间,偶尔,高,不像是,合作,可靠,普通话,是,5,1,1,0,2,1,1,0,-1,-3,1,-2,8
吉林,0,37,0,吉林,0,0,0,农业户口,不适用,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,是,0,是,需要,0,部分由自己决定,部分由自己决定,部分由自己决定,有时,有时,有时,很少,很少,很少,有时,有时,很少,很少,很少,0,-999,6-10个,1-3个,4-6个,4-6个,家人代投票,5,5,没有,有时,完全不公平,0,5,6,4,同意,165,130,158,一般,有时,很少,是,0,7,比较信任,比较信任,0,0,访问员访填,从未,从未,高,完全没有,合作,可靠,普通话,0,8,0,1,0,1,1,1,0,1,-1,1,0,2
湖北,农村,26,男,湖北,0,0,0,非农户口,非农户口,非农户口,非农户口,非农户口,0,是,0,0,是,0,0,0,0,0,0,是,0,0,0,0,是,是,是,是,0,0,是,是,0,是,0,0,部分由自己决定,部分由自己决定,部分由自己决定,很少,有时,经常,经常,经常,有时,有时,很少,很少,很少,很少,有,-999,1-5个,1-3个,1-3个,1-3个,没去投票,5,5,很少,有时,比较公平,6,1,10,5,不同意,183,175,178,非常健康,从来没有,有时,0,0,0,比较信任,比较信任,是,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,当地方言,0,7,0,0,1,4,3,3,0,1,0,1,-1,1
福建,0,47,0,福建,0,0,0,农业户口,不清楚,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6-10个,9个以上,一个也没有,4-6个,居/村委要求去投票,4,4,有时,很少,比较不公平,1,1,1,1,同意,155,110,160,比较不健康,从来没有,经常,0,0,0,一般,一般,0,0,访问员访填,中间,有时,高,有些时候,合作,不可靠,普通话,是,3,0,0,1,2,1,1,-999,-999,-1,1,1,8
广东,农村,16,0,广东,0,0,是,不清楚,非农户口,不清楚,非农户口,非农户口,0,是,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,9个以上,9个以上,一个也没有,没去投票,5,5,没有,总是,比较公平,6,6,8,6,同意,160,92,153,非常健康,从来没有,从来没有,0,0,0,一般,一般,0,0,访问员访填,从未,有时,很高,有些时候,很合作,可靠,普通话,是,8,0,0,0,2,4,4,-999,-999,0,1,0,2
广东,0,49,男,广东,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,一个也没有,没去投票,3,3,很少,经常,说不上公平但也不能说不公平,4,3,6,2,同意,167,120,172,一般,经常,很少,是,0,30,一般,比较信任,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,0,6,0,0,0,1,1,1,0,1,-1,1,0,2
黑龙江,农村,27,男,黑龙江,0,0,0,不清楚,非农户口,非农户口,非农户口,非农户口,0,是,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,不适用,3,2,没有,有时,比较不公平,3,2,2,2,不同意,170,80,170,非常健康,从来没有,从来没有,0,0,0,非常不信任,非常不信任,是,是,访问员访填,从未,有时,高,不像是,合作,可靠,普通话,是,4,1,0,0,-999,1,3,-1,-999,0,1,-2,1
湖南,农村,59,男,湖南,0,0,0,农业户口,非农户口,农业户口,非农户口,非农户口,0,是,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,有,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11-15个,4-6个,4-6个,4-6个,自己主动投票,3,4,没有,有时,比较公平,4,2,3,1,同意,173,150,180,一般,从来没有,从来没有,0,0,0,一般,比较不信任,是,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,0,7,0,1,0,2,1,1,-1,-999,0,1,1,8
上海,农村,63,0,上海,中共党员,0,0,农业户口,农业户口,农业户口,农业户口,非农户口,0,是,0,0,是,是,0,0,是,0,0,是,是,0,0,0,是,0,0,0,0,有,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,自己主动投票,5,5,有时,很少,说不上公平但也不能说不公平,0,0,5,3,不同意,160,140,197,健康,从来没有,总是,0,0,0,非常不信任,非常信任,0,0,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,0,0,0,2,2,-999,-3,0,-1,0,1,8
安徽,0,42,男,安徽,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,是,是,0,0,需要,0,完全由他人决定,部分由自己决定,部分由自己决定,经常,经常,有时,经常,很少,-999,-999,-999,-999,-999,-999,有,-999,16个或16个以上,9个以上,4-6个,一个也没有,家人代投票,4,4,没有,没有,比较公平,4,4,4,4,同意,170,130,170,一般,很少,很少,0,0,0,一般,一般,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,7,0,0,1,1,3,1,-1,-1,-2,1,1,8
重庆,农村,32,0,重庆,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,0,是,是,0,是,是,是,0,0,0,是,是,0,0,0,是,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2005,1-5个,1-3个,1-3个,1-3个,家人代投票,4,4,有时,总是,说不上公平但也不能说不公平,5,5,6,3,同意,158,100,157,一般,有时,很少,是,0,10,一般,一般,是,是,访问员访填,从未,从未,高,完全没有,很合作,很可靠,普通话,是,6,1,1,0,3,2,1,-1,1,0,1,-1,2
湖南,0,49,男,湖南,0,0,0,非农户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,有,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,4-6个,1-3个,1-3个,自己主动投票,3,3,很少,经常,比较不公平,5,5,4,5,同意,164,120,160,非常健康,从来没有,有时,0,0,0,一般,比较信任,是,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,5,0,1,0,3,1,1,1,2,0,0,1,1
甘肃,0,18,男,甘肃,0,0,是,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11-15个,1-3个,4-6个,一个也没有,没去投票,5,5,很少,经常,比较公平,5,3,7,4,同意,180,126,168,健康,很少,很少,0,0,0,比较信任,一般,0,0,访问员访填,从未,从未,很高,完全没有,很合作,可靠,普通话,0,8,1,0,1,2,1,1,-999,-999,0,1,1,2
广东,农村,35,0,广西,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,是,0,是,需要,0,完全由自己决定,完全由自己决定,完全由自己决定,有时,经常,很少,经常,从不,从不,从不,从不,从不,从不,从不,0,-999,1-5个,4-6个,1-3个,1-3个,居/村委要求去投票,4,4,没有,经常,说不上公平但也不能说不公平,0,0,10,4,不同意,162,140,164,一般,从来没有,从来没有,0,0,0,一般,一般,0,0,访问员访填,从未,偶尔,高,不像是,很合作,很可靠,当地方言,0,6,0,1,0,2,3,1,1,0,-1,1,-1,8
山东,0,49,男,山东,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,是,0,0,0,0,是,0,0,0,0,是,完全由他人决定,完全由他人决定,完全由他人决定,经常,经常,经常,从不,从不,从不,经常,经常,-999,-999,从不,有,-999,16个或16个以上,一个也没有,一个也没有,一个也没有,家人代投票,6非常幸福,3,很少,经常,说不上公平但也不能说不公平,6,4,6,3,同意,165,127,150,一般,很少,很少,0,0,0,比较信任,比较信任,是,是,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,是,4,1,0,1,2,1,1,1,0,0,1,0,2
上海,农村,32,0,江苏,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,0,0,0,0,0,是,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,6-8个,6-8个,1-3个,没去投票,6非常幸福,4,没有,经常,比较公平,5,0,6,2,同意,160,107,160,健康,从来没有,从来没有,0,0,0,一般,一般,0,0,访问员访填,从未,从未,高,不像是,合作,可靠,普通话,是,7,0,0,0,2,1,1,1,0,0,1,-1,1
山东,0,60,男,山东,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,0,0,0,0,0,部分由自己决定,部分由自己决定,部分由自己决定,经常,有时,有时,有时,有时,很少,很少,很少,很少,有时,有时,有,-999,11-15个,9个以上,9个以上,4-6个,没去投票,3,3,经常,经常,比较公平,5,6,6,0,同意,163,120,150,一般,有时,有时,0,0,0,一般,一般,是,0,访问员访填,从未,从未,高,不像是,合作,可靠,普通话,是,5,1,1,0,-999,2,1,-1,-1,0,1,1,8
甘肃,0,16,男,甘肃,0,0,是,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,一个也没有,不适用,3,2,有时,有时,比较不公平,4,3,5,2,同意,160,100,160,一般,有时,很少,0,是,0,一般,比较信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,5,0,0,0,2,1,1,-999,-999,0,1,0,2
广西,0,36,男,广西,0,0,0,农业户口,不适用,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,自己主动投票,4,4,没有,有时,说不上公平但也不能说不公平,6,3,6,3,非常同意,168,98,166,比较不健康,从来没有,有时,0,0,0,比较信任,比较信任,0,0,访问员访填,从未,从未,高,完全没有,合作,可靠,当地方言,是,8,1,1,0,1,1,1,-1,0,-1,1,-1,1
湖北,0,47,0,湖北,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,是,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,4-6个,1-3个,1-3个,自己主动投票,3,1没那么幸福,很少,经常,比较公平,3,3,4,1,同意,155,120,154,一般,从来没有,有时,0,0,0,比较信任,比较信任,0,0,访问员访填,从未,从未,很高,不像是,很合作,可靠,当地方言,0,7,0,1,0,-999,1,1,0,-1,-1,1,1,8
天津,0,50,0,河北,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,是,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16个或16个以上,一个也没有,1-3个,9个以上,自己主动投票,5,5,很少,有时,比较公平,6,6,7,6,同意,163,100,150,非常健康,从来没有,从来没有,0,0,0,一般,一般,0,0,访问员访填,从未,从未,很高,不像是,很合作,可靠,当地方言,是,7,0,0,0,2,1,1,-999,-1,1,1,1,8
辽宁,0,57,0,辽宁,0,0,0,非农户口,不适用,非农户口,不适用,非农户口,0,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,1-3个,1-3个,自己主动投票,4,3,没有,很少,说不上公平但也不能说不公平,1,1,1,2,同意,157,100,155,比较不健康,经常,有时,是,0,0,比较不信任,比较信任,0,0,访问员访填,从未,从未,高,完全没有,很合作,可靠,当地方言,是,3,1,1,0,1,1,1,-999,-999,0,1,0,8
福建,0,45,男,福建,0,0,0,农业户口,不清楚,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,有,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,4-6个,4-6个,1-3个,没去投票,3,4,很少,经常,说不上公平但也不能说不公平,5,5,5,5,同意,170,123,170,健康,有时,从来没有,0,0,0,一般,一般,是,0,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,是,4,0,0,0,1,4,1,1,0,0,1,-1,9
贵州,农村,38,男,辽宁,0,0,0,非农户口,非农户口,非农户口,非农户口,非农户口,0,是,是,0,是,0,0,0,是,0,0,是,0,0,0,0,0,是,0,是,有,有,是,是,0,是,需要,是,部分由自己决定,完全由他人决定,完全由他人决定,经常,经常,很少,从不,从不,从不,从不,-999,从不,-999,从不,有,-999,11-15个,1-3个,1-3个,1-3个,自己主动投票,6非常幸福,4,没有,有时,比较公平,8,6,9,5,不同意,172,134,164,健康,从来没有,从来没有,0,0,0,一般,一般,0,是,访问员访填,开始,偶尔,高,不像是,合作,可靠,普通话,是,7,0,1,0,3,2,2,0,0,0,1,0,8
江苏,0,33,男,江苏,0,0,是,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,0,0,0,需要,0,完全由自己决定,部分由自己决定,完全由自己决定,经常,经常,很少,-999,-999,-999,经常,-999,-999,-999,-999,有,-999,1-5个,1-3个,1-3个,1-3个,家人代投票,6非常幸福,6更幸福,没有,总是,比较公平,6,4,7,5,同意,180,156,180,健康,从来没有,从来没有,0,0,0,一般,一般,是,0,访问员访填,从未,偶尔,高,不像是,合作,可靠,普通话,0,6,0,0,0,2,3,1,1,0,0,1,2,8
福建,0,62,男,福建,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,是,0,0,需要,0,完全由他人决定,部分由自己决定,部分由自己决定,有时,很少,有时,-999,有时,有时,从不,-999,从不,从不,从不,有,-999,16个或16个以上,1-3个,一个也没有,一个也没有,不适用,6非常幸福,3,没有,有时,比较公平,0,4,6,3,同意,169,105,165,一般,很少,很少,0,0,0,比较信任,比较信任,是,0,访问员访填,从未,偶尔,高,有些时候,合作,可靠,当地方言,是,-999,0,0,0,1,1,1,1,-1,-2,1,0,8
广东,农村,45,男,山东,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,0,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,是,0,0,需要,是,完全由他人决定,完全由他人决定,完全由他人决定,从不,经常,从不,很少,很少,很少,有时,有时,有时,有时,有时,有,-999,1-5个,1-3个,1-3个,1-3个,不适用,5,4,没有,经常,比较公平,4,3,5,3,同意,165,140,160,非常健康,很少,从来没有,0,0,1,一般,一般,是,是,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,7,0,1,0,3,1,1,-1,1,1,1,1,2
广东,农村,37,0,广东,0,0,0,非农户口,非农户口,非农户口,非农户口,非农户口,0,是,是,0,0,是,0,0,0,0,0,是,0,0,0,0,是,0,是,是,0,有,是,是,0,是,需要,0,部分由自己决定,部分由自己决定,完全由他人决定,有时,经常,有时,经常,-999,经常,经常,有时,从不,从不,从不,0,-999,6-10个,4-6个,1-3个,一个也没有,没去投票,5,5,有时,有时,比较公平,0,0,0,3,同意,155,100,150,一般,很少,很少,0,0,0,比较信任,比较信任,0,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,普通话,是,7,1,1,0,3,1,1,1,1,0,1,-1,8
陕西,0,63,男,陕西,0,是,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,自己主动投票,5,4,没有,经常,比较公平,5,5,6,3,同意,167,140,164,健康,从来没有,从来没有,0,0,0,比较不信任,比较信任,是,0,访问员访填,从未,从未,很高,完全没有,很合作,很可靠,当地方言,是,-999,0,1,0,1,2,1,0,-1,-1,1,1,10
广东,农村,64,男,广东,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,是,0,0,0,0,0,0,0,0,是,0,0,0,0,0,完全由他人决定,完全由他人决定,完全由他人决定,经常,很少,从不,很少,-999,-999,有时,-999,-999,-999,从不,有,-999,一个也没有,0,0,0,不适用,3,5,很少,经常,说不上公平但也不能说不公平,0,0,0,0,非常同意,173,140,173,比较不健康,经常,有时,是,0,-999,一般,一般,是,是,访问员访填,从未,从未,高,不像是,合作,可靠,当地方言,0,4,0,0,0,-999,1,1,0,-1,2,1,-3,7
新疆,0,22,男,新疆,0,0,0,农业户口,农业户口,农业户口,农业户口,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1-5个,1-3个,一个也没有,一个也没有,家人代投票,3,3,没有,有时,说不上公平但也不能说不公平,4,6,8,5,同意,170,125,168,健康,从来没有,从来没有,0,0,-999,比较信任,一般,0,0,部分通过第三者翻译由访问员访填,从未,从未,高,完全没有,很合作,可靠,当地方言,是,6,0,1,1,2,1,1,-999,-999,-2,1,1,8
辽宁,0,42,0,辽宁,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,家人代投票,2,1没那么幸福,很少,很少,比较不公平,1,1,1,1,同意,164,137,160,一般,有时,从来没有,0,0,0,一般,比较信任,0,0,访问员访填,从未,偶尔,高,不像是,合作,可靠,普通话,0,2,1,1,0,1,2,1,1,-1,0,0,2,8
四川,0,63,0,四川,0,0,0,农业户口,不适用,农业户口,不适用,农业户口,农业户口,是,0,0,0,0,是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,是,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,一个也没有,0,0,0,自己主动投票,6非常幸福,4,没有,没有,比较公平,5,1,5,1,同意,150,80,160,比较不健康,从来没有,从来没有,是,0,20,一般,比较信任,0,0,访问员访填,从未,从未,很高,不像是,很合作,可靠,普通话,是,7,1,1,0,1,1,1,-1,-1,0,1,0,2
